dx,dy,dz,x,y,z,delay,index
0.0,0.0,0.0,0.0,0.0,0.0,1,0
0.0,0.0,50.0,0.0,0.0,50.0,3,1
17.101007166283434,0.0,-3.0153689607045777,17.101007166283434,0.0,46.98463103929542,3,2
15.03837331804353,0.0,-8.682408883346518,32.13938048432696,0.0,38.302222155948904,3,3
11.161889704894968,0.0,-13.302222155948897,43.30127018922193,0.0,25.000000000000007,3,4
5.93911746138847,0.0,-16.31759111665349,49.2403876506104,0.0,8.68240888334652,3,5
0.0,0.0,-17.364817766693037,49.2403876506104,0.0,-8.682408883346515,3,6
-5.939117461388463,0.0,-16.317591116653475,43.30127018922194,0.0,-24.99999999999999,3,7
-11.161889704894968,0.0,-13.302222155948908,32.13938048432697,0.0,-38.3022221559489,3,8
-15.038373318043526,0.0,-8.682408883346518,17.101007166283445,0.0,-46.984631039295415,3,9
-17.101007166283438,0.0,-3.015368960704585,6.123233995736766e-15,0.0,-50.0,3,10
-17.10100716628344,-0.0,3.0153689607045777,-17.101007166283434,-0.0,-46.98463103929542,3,11
-15.03837331804353,0.0,8.682408883346518,-32.13938048432696,-0.0,-38.302222155948904,3,12
-11.16188970489496,0.0,13.302222155948883,-43.301270189221924,-0.0,-25.00000000000002,3,13
-5.939117461388477,0.0,16.317591116653503,-49.2403876506104,-0.0,-8.682408883346517,3,14
-7.105427357601002e-15,0.0,17.364817766693015,-49.24038765061041,-0.0,8.682408883346499,3,15
5.939117461388477,0.0,16.31759111665351,-43.30127018922193,-0.0,25.000000000000007,3,16
11.161889704894953,0.0,13.302222155948883,-32.13938048432698,-0.0,38.30222215594889,3,17
15.038373318043547,0.0,8.682408883346532,-17.10100716628343,-0.0,46.98463103929542,3,18
33.17069740844691,5.848888922025548,0.0,16.069690242163485,5.848888922025548,46.98463103929542,3,19
14.131448435589196,5.14342659762216,-8.682408883346518,30.20113867775268,10.992315519647708,38.302222155948904,3,20
10.488745389716001,3.8175911166534817,-13.302222155948897,40.68988406746868,14.80990663630119,25.000000000000007,3,21
5.580944852447487,2.03129780537207,-16.31759111665349,46.27082891991617,16.84120444167326,8.68240888334652,3,22
0.0,0.0,-17.364817766693037,46.27082891991617,16.84120444167326,-8.682408883346515,3,23
-5.58094485244748,-2.0312978053720663,-16.317591116653475,40.68988406746869,14.809906636301193,-24.99999999999999,3,24
-10.488745389715998,-3.81759111665348,-13.302222155948908,30.20113867775269,10.992315519647713,-38.3022221559489,3,25
-14.131448435589203,-5.143426597622162,-8.682408883346518,16.06969024216349,5.848888922025551,-46.984631039295415,3,26
-16.06969024216348,-5.848888922025549,-3.015368960704585,5.753957801139251e-15,2.094269368838496e-15,-50.0,3,27
-16.06969024216349,-5.84888892202555,3.0153689607045777,-16.06969024216348,-5.848888922025548,-46.98463103929542,3,28
-14.1314484355892,-5.14342659762216,8.682408883346518,-30.20113867775268,-10.992315519647708,-38.302222155948904,3,29
-10.488745389716001,-3.81759111665348,13.302222155948883,-40.68988406746868,-14.809906636301188,-25.00000000000002,3,30
-5.580944852447487,-2.0312978053720716,16.317591116653503,-46.27082891991617,-16.84120444167326,-8.682408883346517,3,31
-7.105427357601002e-15,0.0,17.364817766693015,-46.27082891991618,-16.84120444167326,8.682408883346499,3,32
5.5809448524474945,2.03129780537207,16.31759111665351,-40.68988406746868,-14.80990663630119,25.000000000000007,3,33
10.488745389715984,3.8175911166534764,13.302222155948883,-30.2011386777527,-10.992315519647713,38.30222215594889,3,34
14.13144843558922,5.143426597622167,8.682408883346532,-16.069690242163478,-5.848888922025546,46.98463103929542,3,35
29.169821753632725,16.841204441673256,0.0,13.100131511469245,10.992315519647708,46.98463103929542,3,36
11.520062313835952,9.66648003867903,-8.682408883346518,24.620193825305197,20.658795558326737,38.302222155948904,3,37
8.550503583141722,7.174724402994226,-13.302222155948897,33.17069740844692,27.833519961320963,25.000000000000007,3,38
4.549627928327524,3.8175911166534853,-16.31759111665349,37.720325336774444,31.65111107797445,8.68240888334652,3,39
0.0,0.0,-17.364817766693037,37.720325336774444,31.65111107797445,-8.682408883346515,3,40
-4.549627928327524,-3.8175911166534817,-16.317591116653475,33.17069740844692,27.833519961320967,-24.99999999999999,3,41
-8.550503583141712,-7.174724402994226,-13.302222155948908,24.620193825305208,20.65879555832674,-38.3022221559489,3,42
-11.520062313835954,-9.666480038679028,-8.682408883346518,13.100131511469254,10.992315519647713,-46.984631039295415,3,43
-13.100131511469248,-10.99231551964771,-3.015368960704585,4.6906693763513655e-15,3.935938943670993e-15,-50.0,3,44
-13.10013151146925,-10.99231551964771,3.0153689607045777,-13.100131511469245,-10.992315519647706,-46.98463103929542,3,45
-11.520062313835952,-9.666480038679031,8.682408883346518,-24.620193825305197,-20.658795558326737,-38.302222155948904,3,46
-8.550503583141715,-7.174724402994219,13.302222155948883,-33.17069740844691,-27.833519961320956,-25.00000000000002,3,47
-4.549627928327531,-3.8175911166534924,16.317591116653503,-37.720325336774444,-31.65111107797445,-8.682408883346517,3,48
-7.105427357601002e-15,0.0,17.364817766693015,-37.72032533677445,-31.65111107797445,8.682408883346499,3,49
4.549627928327531,3.8175911166534853,16.31759111665351,-33.17069740844692,-27.833519961320963,25.000000000000007,3,50
8.550503583141708,7.174724402994215,13.302222155948883,-24.62019382530521,-20.658795558326748,38.30222215594889,3,51
11.520062313835968,9.666480038679044,8.682408883346532,-13.100131511469243,-10.992315519647704,46.98463103929542,3,52
21.650635094610962,25.802222155948893,0.0,8.550503583141719,14.80990663630119,46.98463103929542,3,53
7.519186659021766,13.023613325019774,-8.682408883346518,16.069690242163485,27.833519961320963,38.302222155948904,3,54
5.580944852447484,9.66648003867903,-13.302222155948897,21.65063509461097,37.49999999999999,25.000000000000007,3,55
2.9695587306942386,5.143426597622167,-16.31759111665349,24.620193825305208,42.64342659762216,8.68240888334652,3,56
0.0,0.0,-17.364817766693037,24.620193825305208,42.64342659762216,-8.682408883346515,3,57
-2.969558730694235,-5.14342659762216,-16.317591116653475,21.650635094610973,37.5,-24.99999999999999,3,58
