dx,dy,dz,x,y,z,delay,index
0.0,0.0,0.0,0.0,0.0,0.0,1,0
-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,3,1
0.0,0.0,100.0,-50.0,-50.0,50.0,3,2
0.0,100.0,-100.0,-50.0,50.0,-50.0,3,3
0.0,0.0,100.0,-50.0,50.0,50.0,3,4
100.0,-100.0,-100.0,50.0,-50.0,-50.0,3,5
0.0,0.0,100.0,50.0,-50.0,50.0,3,6
0.0,100.0,-100.0,50.0,50.0,-50.0,3,7
0.0,0.0,100.0,50.0,50.0,50.0,3,8
-50.0,-50.0,-50.0,0.0,0.0,0.0,3,9
