dx,dy,dz,x,y,z,delay,index
0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0,2
7.5250839552324,-1.62179725449077,49.403875203591355,7.5250839552324,-1.62179725449077,49.403875203591355,3,3
0.0,0.0,0.0,7.5250839552324,-1.62179725449077,49.403875203591355,0,4
0.0,0.0,0.0,7.5250839552324,-1.62179725449077,49.403875203591355,0,5
-21.82887161604565,5.5577758304935045,-1.6554749036481553,-14.30378766081325,3.935978576002735,47.7484002999432,3,6
0.0,0.0,0.0,-14.30378766081325,3.935978576002735,47.7484002999432,0,7
0.0,0.0,0.0,-14.30378766081325,3.935978576002735,47.7484002999432,0,8
16.321419375937953,16.695165003315264,-2.24801484144745,2.017631715124705,20.631143579318,45.50038545849575,3,9
0.0,0.0,0.0,2.017631715124705,20.631143579318,45.50038545849575,0,10
0.0,0.0,0.0,2.017631715124705,20.631143579318,45.50038545849575,0,11
-1.2057498187385298,-42.41632981044655,-0.503202117075702,0.811881896386175,-21.78518623112855,44.99718334142005,3,12
0.0,0.0,0.0,0.811881896386175,-21.78518623112855,44.99718334142005,0,13
0.0,0.0,0.0,0.811881896386175,-21.78518623112855,44.99718334142005,0,14
-21.183025564975427,4.813882416102299,-2.6062485504559447,-20.37114366858925,-16.97130381502625,42.3909347909641,3,15
0.0,0.0,0.0,-20.37114366858925,-16.97130381502625,42.3909347909641,0,16
0.0,0.0,0.0,-20.37114366858925,-16.97130381502625,42.3909347909641,0,17
45.84018301547455,26.752455791698303,-0.49037273320580255,25.469039346885303,9.781151976672051,41.9005620577583,3,18
0.0,0.0,0.0,25.469039346885303,9.781151976672051,41.9005620577583,0,19
0.0,0.0,0.0,25.469039346885303,9.781151976672051,41.9005620577583,0,20
-0.3525558432467051,-24.50287821245375,-1.2504325001523995,25.116483503638598,-14.721726235781702,40.6501295576059,3,21
0.0,0.0,0.0,25.116483503638598,-14.721726235781702,40.6501295576059,0,22
0.0,0.0,0.0,25.116483503638598,-14.721726235781702,40.6501295576059,0,23
-42.899706253591745,42.730352227591055,-3.243260420019851,-17.78322274995315,28.00862599180935,37.40686913758605,3,24
0.0,0.0,0.0,-17.78322274995315,28.00862599180935,37.40686913758605,0,25
0.0,0.0,0.0,-17.78322274995315,28.00862599180935,37.40686913758605,0,26
-14.531138845629751,-18.0976575437612,-0.5618594471040979,-32.3143615955829,9.91096844804815,36.84500969048195,3,27
0.0,0.0,0.0,-32.3143615955829,9.91096844804815,36.84500969048195,0,28
0.0,0.0,0.0,-32.3143615955829,9.91096844804815,36.84500969048195,0,29
51.3683362401918,20.561480289171,-2.0833078017632047,19.0539746446089,30.47244873721915,34.76170188871875,3,30
0.0,0.0,0.0,19.0539746446089,30.47244873721915,34.76170188871875,0,31
0.0,0.0,0.0,19.0539746446089,30.47244873721915,34.76170188871875,0,32
-3.9098676197720987,-64.6381416741673,-1.5448168969188458,15.144107024836801,-34.16569293694815,33.2168849917999,3,33
0.0,0.0,0.0,15.144107024836801,-34.16569293694815,33.2168849917999,0,34
0.0,0.0,0.0,15.144107024836801,-34.16569293694815,33.2168849917999,0,35
-23.8281372752513,-3.812647314480351,-1.8762836836467542,-8.6840302504145,-37.9783402514285,31.340601308153147,3,36
0.0,0.0,0.0,-8.6840302504145,-37.9783402514285,31.340601308153147,0,37
0.0,0.0,0.0,-8.6840302504145,-37.9783402514285,31.340601308153147,0,38
-29.611161139885397,27.99087923930945,-0.7836227449557462,-38.2951913902999,-9.98746101211905,30.5569785631974,3,39
0.0,0.0,0.0,-38.2951913902999,-9.98746101211905,30.5569785631974,0,40
0.0,0.0,0.0,-38.2951913902999,-9.98746101211905,30.5569785631974,0,41
38.75907884857353,50.586196537186545,-1.3760347437854534,0.463887458273635,40.5987355250675,29.180943819411947,3,42
0.0,0.0,0.0,0.463887458273635,40.5987355250675,29.180943819411947,0,43
0.0,0.0,0.0,0.463887458273635,40.5987355250675,29.180943819411947,0,44
40.44754564845891,-39.73428395300866,-0.4492998596084483,40.911433106732545,0.8644515720588399,28.7316439598035,3,45
0.0,0.0,0.0,40.911433106732545,0.8644515720588399,28.7316439598035,0,46
0.0,0.0,0.0,40.911433106732545,0.8644515720588399,28.7316439598035,0,47
-70.39687175523125,-31.84556330162184,-2.832230381385248,-29.4854386484987,-30.981111729563,25.89941357841825,3,48
0.0,0.0,0.0,-29.4854386484987,-30.981111729563,25.89941357841825,0,49
0.0,0.0,0.0,-29.4854386484987,-30.981111729563,25.89941357841825,0,50
68.46526215779909,10.2885382654522,-2.39641881995885,38.979823509300395,-20.6925734641108,23.5029947584594,3,51
0.0,0.0,0.0,38.979823509300395,-20.6925734641108,23.5029947584594,0,52
0.0,0.0,0.0,38.979823509300395,-20.6925734641108,23.5029947584594,0,53
-2.2492127376473974,45.1645806249341,-0.008674213656600926,36.730610771653,24.4720071608233,23.4943205448028,3,54
0.0,0.0,0.0,36.730610771653,24.4720071608233,23.4943205448028,0,55
0.0,0.0,0.0,36.730610771653,24.4720071608233,23.4943205448028,0,56
-73.17533453431764,1.6664203907868007,-1.3908204827696515,-36.44472376266465,26.1384275516101,22.10350006203315,3,57
0.0,0.0,0.0,-36.44472376266465,26.1384275516101,22.10350006203315,0,58
0.0,0.0,0.0,-36.44472376266465,26.1384275516101,22.10350006203315,0,59
17.2891072668054,16.401400281152902,-4.119468127496148,-19.155616495859253,42.539827832763,17.984031934537,3,60
0.0,0.0,0.0,-19.155616495859253,42.539827832763,17.984031934537,0,61
0.0,0.0,0.0,-19.155616495859253,42.539827832763,17.984031934537,0,62
47.422233741122255,-80.46843480022785,-1.7846762986674491,28.266617245263,-37.92860696746485,16.19935563586955,3,63
0.0,0.0,0.0,28.266617245263,-37.92860696746485,16.19935563586955,0,64
0.0,0.0,0.0,28.266617245263,-37.92860696746485,16.19935563586955,0,65
-75.18575063666255,44.42203033098345,-0.18591207047214908,-46.91913339139955,6.493423363518599,16.013443565397402,3,66
0.0,0.0,0.0,-46.91913339139955,6.493423363518599,16.013443565397402,0,67
0.0,0.0,0.0,-46.91913339139955,6.493423363518599,16.013443565397402,0,68
53.43735201280485,-53.79415081839295,-1.1758558826485004,6.5182186214053,-47.30072745487435,14.837587682748902,3,69
0.0,0.0,0.0,6.5182186214053,-47.30072745487435,14.837587682748902,0,70
0.0,0.0,0.0,6.5182186214053,-47.30072745487435,14.837587682748902,0,71
15.88842804545315,89.49479044693604,-0.08620695522065347,22.40664666685845,42.194062992061696,14.751380727528248,3,72
0.0,0.0,0.0,22.40664666685845,42.194062992061696,14.751380727528248,0,73
0.0,0.0,0.0,22.40664666685845,42.194062992061696,14.751380727528248,0,74
-68.06973735426135,-59.59686021490249,-4.167203967160749,-45.6630906874029,-17.4027972228408,10.5841767603675,3,75
0.0,0.0,0.0,-45.6630906874029,-17.4027972228408,10.5841767603675,0,76
0.0,0.0,0.0,-45.6630906874029,-17.4027972228408,10.5841767603675,0,77
