index,dx,dy,dz,Bx,By,Bz,Bmod,
0.0,0.0,0.0,0.0,429099.99999999994,1790.0,5550.000000000001,429139.62366577145,
1.0,-50.0,-50.0,-50.0,426270.0,6110.0,11590.0,426471.30395842576,
2.0,0.0,0.0,25.0,427239.99999999994,5010.0,7980.0,427343.8874021716,
3.0,0.0,0.0,25.0,427550.0,3650.0,7630.0,427633.65384403506,
4.0,0.0,0.0,25.0,427480.0,2620.0,7270.0,427549.8423575899,
5.0,0.0,0.0,25.0,426540.00000000006,1070.0,5780.0,426580.50225016155,
6.0,25.0,0.0,-100.0,430200.00000000006,2770.0000000000005,8840.0,430299.73100154276,
7.0,0.0,0.0,25.0,428600.0,3040.0,7830.0,428682.295528985,
8.0,0.0,0.0,25.0,428210.0,2540.0,7390.0,428281.2951787645,
9.0,0.0,0.0,25.0,428290.0,2130.0,6680.0,428347.3863583155,
10.0,0.0,0.0,25.0,428910.0,1750.0,5900.0,428954.14743303275,
11.0,25.0,0.0,-100.0,430270.0,1940.0,6919.999999999999,430330.0162665858,
12.0,0.0,0.0,25.0,429180.0,2130.0,6250.0,429230.79083402205,
13.0,0.0,0.0,25.0,428680.0,1900.0,6330.0,428730.9427834665,
14.0,0.0,0.0,25.0,428800.0,1750.0,6050.0,428846.24867194536,
15.0,0.0,0.0,25.0,429340.0,1370.0,5740.0,429380.5539378792,
16.0,25.0,0.0,-100.0,430700.0,1790.0,2950.0,430713.822160376,
17.0,0.0,0.0,25.0,428950.00000000006,2540.0,4450.0,428980.6016593292,
18.0,0.0,0.0,25.0,428690.0,2050.0,5180.0,428726.1958406554,
19.0,0.0,0.0,25.0,428800.0,1670.0,5340.0,428836.50089515466,
20.0,0.0,0.0,25.0,429270.0,1370.0,6010.0,429314.2554120466,
21.0,25.0,0.0,-100.0,423940.0,6959.999999999999,4290.0,424018.8313035165,
22.0,0.0,0.0,25.0,428180.0,3960.0,5610.000000000001,428235.0594007922,
23.0,0.0,0.0,25.0,428770.0,2550.0,5100.0,428807.91200722964,
24.0,0.0,0.0,25.0,428800.0,1830.0,4480.0,428827.30708293285,
25.0,0.0,0.0,25.0,427640.0,120.0,3930.0,427658.0747513134,
26.0,-100.0,25.0,-100.0,427410.0,5470.0,7690.0,427514.169472779,
27.0,0.0,0.0,25.0,428300.0,4940.0,6440.0,428376.89853679086,
28.0,0.0,0.0,25.0,428230.0,4370.0,6470.0,428301.16822161485,
29.0,0.0,0.0,25.0,428300.0,4030.0000000000005,6210.0,428363.97490918863,
30.0,0.0,0.0,25.0,427980.0,3310.0,6050.0,428035.5581023614,
31.0,25.0,0.0,-100.0,429810.0,3960.0,7380.0,429891.59342792456,
32.0,0.0,0.0,25.0,428920.00000000006,4030.0000000000005,6400.0,428986.674967883,
33.0,0.0,0.0,25.0,428610.0,3730.0,6160.0,428670.491869921,
34.0,0.0,0.0,25.0,428720.0,3500.0,5729.999999999999,428772.5752657229,
35.0,0.0,0.0,25.0,429120.0,3150.0,5180.0,429162.82376272994,
36.0,25.0,0.0,-100.0,430130.0,3310.0,6010.0,430184.7197425776,
37.0,0.0,0.0,25.0,429300.0,3350.0,5659.999999999999,429350.3791776595,
38.0,0.0,0.0,25.0,428920.00000000006,3190.0,5729.999999999999,428970.13345919555,
39.0,0.0,0.0,25.0,429000.0,3080.0,5500.0,429046.3103209256,
40.0,0.0,0.0,25.0,429550.0,2849.9999999999995,5340.0,429592.6449556603,
41.0,25.0,0.0,-100.0,429660.0,3350.0,4079.9999999999995,429692.43011717114,
42.0,0.0,0.0,25.0,429230.0,3350.0,4830.0,429270.2462319046,
43.0,0.0,0.0,25.0,429040.00000000006,3000.0,5180.0,429081.75677835575,
44.0,0.0,0.0,25.0,429120.0,2810.0000000000005,5060.0,429159.0312459939,
45.0,0.0,0.0,25.0,429310.0,2550.0,5340.0,429350.7822282382,
46.0,25.0,0.0,-100.0,427020.0,4260.0,6470.0,427090.25849344773,
47.0,0.0,0.0,25.0,429390.0,3230.0,5100.0,429432.4335678431,
48.0,0.0,0.0,25.0,429080.0,2890.0,4780.0,429116.3558989566,
49.0,0.0,0.0,25.0,429230.0,2849.9999999999995,4790.0,429266.1872311864,
50.0,0.0,0.0,25.0,429230.0,2320.0,3890.0,429253.8961966449,
51.0,-100.0,25.0,-100.0,427720.0,4600.0,6620.0,427795.95930770546,
52.0,0.0,0.0,25.0,428540.0,4870.0,6070.0,428610.65479056863,
53.0,0.0,0.0,25.0,428420.0,4750.0,6110.0,428489.8960302331,
54.0,0.0,0.0,25.0,428540.0,4680.0,5679.999999999999,428603.1922419617,
55.0,0.0,0.0,25.0,428470.0,4490.0,5719.999999999999,428531.7017444567,
56.0,25.0,0.0,-100.0,429670.0,4069.9999999999995,6939.999999999999,429745.3169029303,
57.0,0.0,0.0,25.0,428930.0,4260.0,5960.0,428992.5571615433,
